2018-12-26_02:26:100/1574 (epoch 0), train_loss = 9.830, time/batch = 0.316
745/1574 (epoch 2), train_loss = 3.983, time/batch = 0.196
746/1574 (epoch 2), train_loss = 3.644, time/batch = 0.198
747/1574 (epoch 2), train_loss = 2.735, time/batch = 0.195
748/1574 (epoch 2), train_loss = 4.217, time/batch = 0.199
749/1574 (epoch 2), train_loss = 3.257, time/batch = 0.216
750/1574 (epoch 2), train_loss = 3.464, time/batch = 0.208
751/1574 (epoch 2), train_loss = 2.872, time/batch = 0.209
752/1574 (epoch 2), train_loss = 3.695, time/batch = 0.210
753/1574 (epoch 2), train_loss = 2.777, time/batch = 0.208
754/1574 (epoch 2), train_loss = 2.692, time/batch = 0.231
755/1574 (epoch 2), train_loss = 2.939, time/batch = 0.200
756/1574 (epoch 2), train_loss = 2.750, time/batch = 0.197
757/1574 (epoch 2), train_loss = 3.135, time/batch = 0.201
758/1574 (epoch 2), train_loss = 3.076, time/batch = 0.194
759/1574 (epoch 2), train_loss = 2.537, time/batch = 0.196
760/1574 (epoch 2), train_loss = 3.496, time/batch = 0.195
761/1574 (epoch 2), train_loss = 2.718, time/batch = 0.203
762/1574 (epoch 2), train_loss = 3.098, time/batch = 0.206
763/1574 (epoch 2), train_loss = 2.993, time/batch = 0.222
764/1574 (epoch 2), train_loss = 4.138, time/batch = 0.218
765/1574 (epoch 2), train_loss = 3.746, time/batch = 0.226
766/1574 (epoch 2), train_loss = 2.338, time/batch = 0.227
767/1574 (epoch 2), train_loss = 3.502, time/batch = 0.229
768/1574 (epoch 2), train_loss = 3.331, time/batch = 0.217
769/1574 (epoch 2), train_loss = 3.001, time/batch = 0.214
770/1574 (epoch 2), train_loss = 3.189, time/batch = 0.208
771/1574 (epoch 2), train_loss = 4.189, time/batch = 0.211
772/1574 (epoch 2), train_loss = 2.809, time/batch = 0.225
773/1574 (epoch 2), train_loss = 3.247, time/batch = 0.217
774/1574 (epoch 2), train_loss = 2.847, time/batch = 0.214
775/1574 (epoch 2), train_loss = 3.229, time/batch = 0.220
776/1574 (epoch 2), train_loss = 2.601, time/batch = 0.210
777/1574 (epoch 2), train_loss = 2.867, time/batch = 0.215
778/1574 (epoch 2), train_loss = 3.495, time/batch = 0.223
779/1574 (epoch 2), train_loss = 2.430, time/batch = 0.225
780/1574 (epoch 2), train_loss = 3.532, time/batch = 0.205
781/1574 (epoch 2), train_loss = 2.709, time/batch = 0.205
782/1574 (epoch 2), train_loss = 3.322, time/batch = 0.208
783/1574 (epoch 2), train_loss = 2.901, time/batch = 0.207
784/1574 (epoch 2), train_loss = 3.993, time/batch = 0.210
785/1574 (epoch 2), train_loss = 3.409, time/batch = 0.211
786/1574 (epoch 2), train_loss = 3.468, time/batch = 0.211
787/1574 (epoch 2), train_loss = 3.061, time/batch = 0.195
788/1574 (epoch 2), train_loss = 4.019, time/batch = 0.194
789/1574 (epoch 2), train_loss = 3.142, time/batch = 0.195
790/1574 (epoch 2), train_loss = 3.318, time/batch = 0.196
791/1574 (epoch 2), train_loss = 3.404, time/batch = 0.196
792/1574 (epoch 2), train_loss = 3.642, time/batch = 0.197
793/1574 (epoch 2), train_loss = 3.664, time/batch = 0.206
794/1574 (epoch 2), train_loss = 3.574, time/batch = 0.212
795/1574 (epoch 2), train_loss = 2.803, time/batch = 0.228
796/1574 (epoch 2), train_loss = 3.379, time/batch = 0.225
797/1574 (epoch 2), train_loss = 2.985, time/batch = 0.214
798/1574 (epoch 2), train_loss = 3.798, time/batch = 0.219
799/1574 (epoch 2), train_loss = 2.840, time/batch = 0.220
800/1574 (epoch 2), train_loss = 3.418, time/batch = 0.223
801/1574 (epoch 2), train_loss = 3.468, time/batch = 0.217
802/1574 (epoch 2), train_loss = 2.922, time/batch = 0.208
803/1574 (epoch 2), train_loss = 3.837, time/batch = 0.197
804/1574 (epoch 2), train_loss = 3.733, time/batch = 0.197
805/1574 (epoch 2), train_loss = 3.118, time/batch = 0.196
806/1574 (epoch 2), train_loss = 3.086, time/batch = 0.197
807/1574 (epoch 2), train_loss = 2.809, time/batch = 0.197
808/1574 (epoch 2), train_loss = 3.013, time/batch = 0.196
809/1574 (epoch 2), train_loss = 2.699, time/batch = 0.204
810/1574 (epoch 2), train_loss = 4.038, time/batch = 0.195
811/1574 (epoch 2), train_loss = 2.902, time/batch = 0.203
812/1574 (epoch 2), train_loss = 2.910, time/batch = 0.204
813/1574 (epoch 2), train_loss = 3.678, time/batch = 0.205
814/1574 (epoch 2), train_loss = 3.120, time/batch = 0.211
815/1574 (epoch 2), train_loss = 3.037, time/batch = 0.214
816/1574 (epoch 2), train_loss = 2.659, time/batch = 0.208
817/1574 (epoch 2), train_loss = 2.398, time/batch = 0.211
818/1574 (epoch 2), train_loss = 3.854, time/batch = 0.212
819/1574 (epoch 2), train_loss = 3.765, time/batch = 0.201
820/1574 (epoch 2), train_loss = 3.251, time/batch = 0.218
821/1574 (epoch 2), train_loss = 2.655, time/batch = 0.219
822/1574 (epoch 2), train_loss = 3.400, time/batch = 0.219
823/1574 (epoch 2), train_loss = 3.458, time/batch = 0.221
824/1574 (epoch 2), train_loss = 2.673, time/batch = 0.213
825/1574 (epoch 2), train_loss = 3.216, time/batch = 0.229
826/1574 (epoch 2), train_loss = 2.972, time/batch = 0.220
827/1574 (epoch 2), train_loss = 2.172, time/batch = 0.242
828/1574 (epoch 2), train_loss = 2.577, time/batch = 0.231
829/1574 (epoch 2), train_loss = 2.932, time/batch = 0.233
830/1574 (epoch 2), train_loss = 3.824, time/batch = 0.219
831/1574 (epoch 2), train_loss = 2.952, time/batch = 0.218
832/1574 (epoch 2), train_loss = 3.082, time/batch = 0.237
833/1574 (epoch 2), train_loss = 3.332, time/batch = 0.247
834/1574 (epoch 2), train_loss = 3.119, time/batch = 0.242
835/1574 (epoch 2), train_loss = 3.133, time/batch = 0.242
836/1574 (epoch 2), train_loss = 3.336, time/batch = 0.237
837/1574 (epoch 2), train_loss = 3.350, time/batch = 0.235
838/1574 (epoch 2), train_loss = 3.287, time/batch = 0.221
839/1574 (epoch 2), train_loss = 3.024, time/batch = 0.222
840/1574 (epoch 2), train_loss = 3.618, time/batch = 0.226
841/1574 (epoch 2), train_loss = 3.805, time/batch = 0.225
842/1574 (epoch 2), train_loss = 2.991, time/batch = 0.232
843/1574 (epoch 2), train_loss = 3.093, time/batch = 0.207
844/1574 (epoch 2), train_loss = 2.992, time/batch = 0.211
845/1574 (epoch 2), train_loss = 2.460, time/batch = 0.209
846/1574 (epoch 2), train_loss = 2.524, time/batch = 0.207
847/1574 (epoch 2), train_loss = 3.224, time/batch = 0.209
848/1574 (epoch 2), train_loss = 3.505, time/batch = 0.214
849/1574 (epoch 2), train_loss = 3.114, time/batch = 0.202
850/1574 (epoch 2), train_loss = 3.118, time/batch = 0.199
851/1574 (epoch 2), train_loss = 3.339, time/batch = 0.203
852/1574 (epoch 2), train_loss = 3.004, time/batch = 0.199
853/1574 (epoch 2), train_loss = 2.784, time/batch = 0.200
854/1574 (epoch 2), train_loss = 3.422, time/batch = 0.198
855/1574 (epoch 2), train_loss = 3.246, time/batch = 0.199
856/1574 (epoch 2), train_loss = 2.853, time/batch = 0.197
857/1574 (epoch 2), train_loss = 3.548, time/batch = 0.204
858/1574 (epoch 2), train_loss = 3.214, time/batch = 0.198
859/1574 (epoch 2), train_loss = 2.532, time/batch = 0.198
860/1574 (epoch 2), train_loss = 3.673, time/batch = 0.209
861/1574 (epoch 2), train_loss = 2.814, time/batch = 0.207
862/1574 (epoch 2), train_loss = 3.660, time/batch = 0.218
863/1574 (epoch 2), train_loss = 3.374, time/batch = 0.215
864/1574 (epoch 2), train_loss = 3.707, time/batch = 0.223
865/1574 (epoch 2), train_loss = 2.848, time/batch = 0.229
866/1574 (epoch 2), train_loss = 3.042, time/batch = 0.223
867/1574 (epoch 2), train_loss = 3.355, time/batch = 0.217
868/1574 (epoch 2), train_loss = 3.654, time/batch = 0.215
869/1574 (epoch 2), train_loss = 3.278, time/batch = 0.221
870/1574 (epoch 2), train_loss = 3.148, time/batch = 0.225
871/1574 (epoch 2), train_loss = 3.337, time/batch = 0.215
872/1574 (epoch 2), train_loss = 3.089, time/batch = 0.211
873/1574 (epoch 2), train_loss = 3.516, time/batch = 0.239
874/1574 (epoch 2), train_loss = 3.317, time/batch = 0.232
875/1574 (epoch 2), train_loss = 3.321, time/batch = 0.237
876/1574 (epoch 2), train_loss = 3.405, time/batch = 0.221
877/1574 (epoch 2), train_loss = 3.020, time/batch = 0.223
878/1574 (epoch 2), train_loss = 3.147, time/batch = 0.223
879/1574 (epoch 2), train_loss = 3.300, time/batch = 0.216
880/1574 (epoch 2), train_loss = 3.314, time/batch = 0.212
881/1574 (epoch 2), train_loss = 2.915, time/batch = 0.196
882/1574 (epoch 2), train_loss = 2.710, time/batch = 0.198
883/1574 (epoch 2), train_loss = 2.812, time/batch = 0.205
884/1574 (epoch 2), train_loss = 3.308, time/batch = 0.197
885/1574 (epoch 2), train_loss = 2.672, time/batch = 0.204
886/1574 (epoch 2), train_loss = 3.048, time/batch = 0.195
887/1574 (epoch 2), train_loss = 3.547, time/batch = 0.196
888/1574 (epoch 2), train_loss = 3.125, time/batch = 0.199
889/1574 (epoch 2), train_loss = 3.735, time/batch = 0.196
890/1574 (epoch 2), train_loss = 3.274, time/batch = 0.209
891/1574 (epoch 2), train_loss = 3.931, time/batch = 0.195
892/1574 (epoch 2), train_loss = 3.637, time/batch = 0.196
893/1574 (epoch 2), train_loss = 3.282, time/batch = 0.195
894/1574 (epoch 2), train_loss = 2.843, time/batch = 0.193
895/1574 (epoch 2), train_loss = 3.320, time/batch = 0.193
896/1574 (epoch 2), train_loss = 2.401, time/batch = 0.197
897/1574 (epoch 2), train_loss = 3.394, time/batch = 0.200
898/1574 (epoch 2), train_loss = 3.386, time/batch = 0.198
899/1574 (epoch 2), train_loss = 2.903, time/batch = 0.194
900/1574 (epoch 2), train_loss = 2.677, time/batch = 0.201
901/1574 (epoch 2), train_loss = 3.258, time/batch = 0.203
902/1574 (epoch 2), train_loss = 2.692, time/batch = 0.213
903/1574 (epoch 2), train_loss = 3.435, time/batch = 0.210
904/1574 (epoch 2), train_loss = 3.181, time/batch = 0.219
905/1574 (epoch 2), train_loss = 3.797, time/batch = 0.230
906/1574 (epoch 2), train_loss = 3.040, time/batch = 0.222
907/1574 (epoch 2), train_loss = 2.675, time/batch = 0.241
908/1574 (epoch 2), train_loss = 2.902, time/batch = 0.223
909/1574 (epoch 2), train_loss = 2.933, time/batch = 0.223
910/1574 (epoch 2), train_loss = 3.551, time/batch = 0.221
911/1574 (epoch 2), train_loss = 2.981, time/batch = 0.219
912/1574 (epoch 2), train_loss = 2.765, time/batch = 0.230
913/1574 (epoch 2), train_loss = 3.305, time/batch = 0.222
914/1574 (epoch 2), train_loss = 3.394, time/batch = 0.220
915/1574 (epoch 2), train_loss = 2.998, time/batch = 0.219
916/1574 (epoch 2), train_loss = 3.400, time/batch = 0.229
917/1574 (epoch 2), train_loss = 2.800, time/batch = 0.213
918/1574 (epoch 2), train_loss = 3.102, time/batch = 0.220
919/1574 (epoch 2), train_loss = 3.085, time/batch = 0.218
920/1574 (epoch 2), train_loss = 2.668, time/batch = 0.222
921/1574 (epoch 2), train_loss = 3.539, time/batch = 0.220
922/1574 (epoch 2), train_loss = 2.585, time/batch = 0.223
923/1574 (epoch 2), train_loss = 3.266, time/batch = 0.225
924/1574 (epoch 2), train_loss = 3.284, time/batch = 0.215
925/1574 (epoch 2), train_loss = 3.157, time/batch = 0.223
926/1574 (epoch 2), train_loss = 3.512, time/batch = 0.216
927/1574 (epoch 2), train_loss = 2.870, time/batch = 0.220
928/1574 (epoch 2), train_loss = 3.298, time/batch = 0.215
929/1574 (epoch 2), train_loss = 3.622, time/batch = 0.214
930/1574 (epoch 2), train_loss = 2.676, time/batch = 0.216
931/1574 (epoch 2), train_loss = 3.139, time/batch = 0.224
932/1574 (epoch 2), train_loss = 3.032, time/batch = 0.231
933/1574 (epoch 2), train_loss = 2.719, time/batch = 0.223
934/1574 (epoch 2), train_loss = 3.894, time/batch = 0.234
935/1574 (epoch 2), train_loss = 2.451, time/batch = 0.234
936/1574 (epoch 2), train_loss = 2.726, time/batch = 0.225
937/1574 (epoch 2), train_loss = 3.779, time/batch = 0.234
938/1574 (epoch 2), train_loss = 3.146, time/batch = 0.236
939/1574 (epoch 2), train_loss = 3.332, time/batch = 0.226
940/1574 (epoch 2), train_loss = 3.169, time/batch = 0.230
941/1574 (epoch 2), train_loss = 3.550, time/batch = 0.234
942/1574 (epoch 2), train_loss = 4.319, time/batch = 0.223
943/1574 (epoch 2), train_loss = 3.158, time/batch = 0.207
944/1574 (epoch 2), train_loss = 3.542, time/batch = 0.203
945/1574 (epoch 2), train_loss = 3.041, time/batch = 0.196
946/1574 (epoch 2), train_loss = 3.050, time/batch = 0.196
947/1574 (epoch 2), train_loss = 3.203, time/batch = 0.204
948/1574 (epoch 2), train_loss = 3.567, time/batch = 0.195
949/1574 (epoch 2), train_loss = 2.803, time/batch = 0.195
950/1574 (epoch 2), train_loss = 3.205, time/batch = 0.196
951/1574 (epoch 2), train_loss = 3.122, time/batch = 0.195
952/1574 (epoch 2), train_loss = 2.989, time/batch = 0.194
953/1574 (epoch 2), train_loss = 2.730, time/batch = 0.199
954/1574 (epoch 2), train_loss = 3.144, time/batch = 0.196
955/1574 (epoch 2), train_loss = 2.508, time/batch = 0.194
956/1574 (epoch 2), train_loss = 3.441, time/batch = 0.194
957/1574 (epoch 2), train_loss = 3.010, time/batch = 0.202
958/1574 (epoch 2), train_loss = 3.440, time/batch = 0.211
959/1574 (epoch 2), train_loss = 2.647, time/batch = 0.216
960/1574 (epoch 2), train_loss = 2.889, time/batch = 0.218
961/1574 (epoch 2), train_loss = 3.000, time/batch = 0.223
962/1574 (epoch 2), train_loss = 2.902, time/batch = 0.211
963/1574 (epoch 2), train_loss = 3.347, time/batch = 0.210
964/1574 (epoch 2), train_loss = 2.882, time/batch = 0.221
965/1574 (epoch 2), train_loss = 3.354, time/batch = 0.224
966/1574 (epoch 2), train_loss = 3.323, time/batch = 0.230
967/1574 (epoch 2), train_loss = 3.095, time/batch = 0.243
968/1574 (epoch 2), train_loss = 3.218, time/batch = 0.219
969/1574 (epoch 2), train_loss = 2.552, time/batch = 0.224
970/1574 (epoch 2), train_loss = 2.934, time/batch = 0.231
971/1574 (epoch 2), train_loss = 3.442, time/batch = 0.241
972/1574 (epoch 2), train_loss = 2.873, time/batch = 0.234
973/1574 (epoch 2), train_loss = 2.938, time/batch = 0.230
974/1574 (epoch 2), train_loss = 2.712, time/batch = 0.215
975/1574 (epoch 2), train_loss = 2.732, time/batch = 0.220
976/1574 (epoch 2), train_loss = 2.816, time/batch = 0.205
977/1574 (epoch 2), train_loss = 3.009, time/batch = 0.197
978/1574 (epoch 2), train_loss = 3.653, time/batch = 0.196
979/1574 (epoch 2), train_loss = 2.577, time/batch = 0.195
980/1574 (epoch 2), train_loss = 2.858, time/batch = 0.195
981/1574 (epoch 2), train_loss = 3.011, time/batch = 0.198
982/1574 (epoch 2), train_loss = 3.103, time/batch = 0.196
983/1574 (epoch 2), train_loss = 3.431, time/batch = 0.197
984/1574 (epoch 2), train_loss = 3.038, time/batch = 0.194
985/1574 (epoch 2), train_loss = 2.853, time/batch = 0.195
986/1574 (epoch 2), train_loss = 2.814, time/batch = 0.196
987/1574 (epoch 2), train_loss = 3.328, time/batch = 0.198
988/1574 (epoch 2), train_loss = 3.228, time/batch = 0.195
989/1574 (epoch 2), train_loss = 2.956, time/batch = 0.196
990/1574 (epoch 2), train_loss = 2.636, time/batch = 0.197
991/1574 (epoch 2), train_loss = 3.201, time/batch = 0.195
992/1574 (epoch 2), train_loss = 3.538, time/batch = 0.196
993/1574 (epoch 2), train_loss = 3.024, time/batch = 0.198
994/1574 (epoch 2), train_loss = 3.566, time/batch = 0.196
995/1574 (epoch 2), train_loss = 3.254, time/batch = 0.195
996/1574 (epoch 2), train_loss = 2.708, time/batch = 0.205
997/1574 (epoch 2), train_loss = 3.628, time/batch = 0.194
998/1574 (epoch 2), train_loss = 3.336, time/batch = 0.204
999/1574 (epoch 2), train_loss = 3.296, time/batch = 0.208
1000/1574 (epoch 2), train_loss = 2.969, time/batch = 0.214
1001/1574 (epoch 2), train_loss = 3.244, time/batch = 0.219
1002/1574 (epoch 2), train_loss = 2.664, time/batch = 0.223
1003/1574 (epoch 2), train_loss = 2.947, time/batch = 0.229
1004/1574 (epoch 2), train_loss = 2.599, time/batch = 0.232
1005/1574 (epoch 2), train_loss = 3.308, time/batch = 0.239
1006/1574 (epoch 2), train_loss = 3.206, time/batch = 0.248
1007/1574 (epoch 2), train_loss = 3.909, time/batch = 0.246
1008/1574 (epoch 2), train_loss = 2.750, time/batch = 0.240
1009/1574 (epoch 2), train_loss = 2.900, time/batch = 0.239
1010/1574 (epoch 2), train_loss = 2.909, time/batch = 0.222
1011/1574 (epoch 2), train_loss = 2.977, time/batch = 0.221
1012/1574 (epoch 2), train_loss = 3.530, time/batch = 0.218
1013/1574 (epoch 2), train_loss = 3.188, time/batch = 0.217
1014/1574 (epoch 2), train_loss = 3.331, time/batch = 0.225
1015/1574 (epoch 2), train_loss = 3.232, time/batch = 0.195
1016/1574 (epoch 2), train_loss = 3.457, time/batch = 0.196
1017/1574 (epoch 2), train_loss = 3.331, time/batch = 0.197
1018/1574 (epoch 2), train_loss = 3.053, time/batch = 0.199
1019/1574 (epoch 2), train_loss = 3.360, time/batch = 0.199
1020/1574 (epoch 2), train_loss = 4.119, time/batch = 0.197
1021/1574 (epoch 2), train_loss = 4.539, time/batch = 0.217
1022/1574 (epoch 2), train_loss = 3.653, time/batch = 0.194
1023/1574 (epoch 2), train_loss = 3.265, time/batch = 0.196
1024/1574 (epoch 2), train_loss = 2.844, time/batch = 0.195
1025/1574 (epoch 2), train_loss = 3.833, time/batch = 0.197
1026/1574 (epoch 2), train_loss = 3.820, time/batch = 0.208
1027/1574 (epoch 2), train_loss = 3.267, time/batch = 0.192
1028/1574 (epoch 2), train_loss = 2.776, time/batch = 0.195
1029/1574 (epoch 2), train_loss = 2.959, time/batch = 0.198
1030/1574 (epoch 2), train_loss = 2.778, time/batch = 0.208
1031/1574 (epoch 2), train_loss = 2.757, time/batch = 0.209
1032/1574 (epoch 2), train_loss = 3.305, time/batch = 0.209
1033/1574 (epoch 2), train_loss = 2.314, time/batch = 0.219
1034/1574 (epoch 2), train_loss = 2.984, time/batch = 0.225
1035/1574 (epoch 2), train_loss = 3.184, time/batch = 0.236
1036/1574 (epoch 2), train_loss = 2.902, time/batch = 0.228
1037/1574 (epoch 2), train_loss = 3.659, time/batch = 0.235
1038/1574 (epoch 2), train_loss = 2.997, time/batch = 0.231
1039/1574 (epoch 2), train_loss = 2.902, time/batch = 0.227
1040/1574 (epoch 2), train_loss = 3.480, time/batch = 0.216
1041/1574 (epoch 2), train_loss = 3.211, time/batch = 0.220
1042/1574 (epoch 2), train_loss = 2.594, time/batch = 0.208
1043/1574 (epoch 2), train_loss = 3.362, time/batch = 0.201
1044/1574 (epoch 2), train_loss = 2.955, time/batch = 0.197
1045/1574 (epoch 2), train_loss = 2.983, time/batch = 0.197
1046/1574 (epoch 2), train_loss = 2.812, time/batch = 0.197
1047/1574 (epoch 2), train_loss = 3.361, time/batch = 0.201
1048/1574 (epoch 2), train_loss = 3.292, time/batch = 0.198
1049/1574 (epoch 2), train_loss = 2.970, time/batch = 0.197
1050/1574 (epoch 2), train_loss = 2.778, time/batch = 0.196
1051/1574 (epoch 2), train_loss = 2.935, time/batch = 0.196
1052/1574 (epoch 2), train_loss = 3.569, time/batch = 0.196
1053/1574 (epoch 2), train_loss = 3.316, time/batch = 0.216
1054/1574 (epoch 2), train_loss = 3.697, time/batch = 0.209
1055/1574 (epoch 2), train_loss = 3.642, time/batch = 0.214
1056/1574 (epoch 2), train_loss = 2.805, time/batch = 0.221
1057/1574 (epoch 2), train_loss = 3.232, time/batch = 0.223
1058/1574 (epoch 2), train_loss = 2.290, time/batch = 0.216
1059/1574 (epoch 2), train_loss = 2.981, time/batch = 0.209
1060/1574 (epoch 2), train_loss = 3.019, time/batch = 0.222
1061/1574 (epoch 2), train_loss = 3.044, time/batch = 0.223
1062/1574 (epoch 2), train_loss = 2.947, time/batch = 0.220
1063/1574 (epoch 2), train_loss = 3.272, time/batch = 0.211
1064/1574 (epoch 2), train_loss = 3.027, time/batch = 0.211
1065/1574 (epoch 2), train_loss = 2.644, time/batch = 0.216
1066/1574 (epoch 2), train_loss = 2.441, time/batch = 0.224
1067/1574 (epoch 2), train_loss = 3.464, time/batch = 0.238
1068/1574 (epoch 2), train_loss = 3.177, time/batch = 0.237
1069/1574 (epoch 2), train_loss = 3.323, time/batch = 0.222
1070/1574 (epoch 2), train_loss = 2.447, time/batch = 0.226
1071/1574 (epoch 2), train_loss = 3.405, time/batch = 0.220
1072/1574 (epoch 2), train_loss = 2.830, time/batch = 0.222
1073/1574 (epoch 2), train_loss = 2.520, time/batch = 0.212
1074/1574 (epoch 2), train_loss = 2.868, time/batch = 0.211
1075/1574 (epoch 2), train_loss = 2.713, time/batch = 0.198
1076/1574 (epoch 2), train_loss = 3.120, time/batch = 0.198
1077/1574 (epoch 2), train_loss = 3.484, time/batch = 0.195
1078/1574 (epoch 2), train_loss = 2.629, time/batch = 0.196
1079/1574 (epoch 2), train_loss = 2.977, time/batch = 0.206
1080/1574 (epoch 2), train_loss = 2.782, time/batch = 0.197
1081/1574 (epoch 2), train_loss = 2.839, time/batch = 0.193
1082/1574 (epoch 2), train_loss = 3.107, time/batch = 0.194
1083/1574 (epoch 2), train_loss = 2.520, time/batch = 0.196
1084/1574 (epoch 2), train_loss = 2.075, time/batch = 0.196
1085/1574 (epoch 2), train_loss = 2.476, time/batch = 0.195
1086/1574 (epoch 2), train_loss = 1.755, time/batch = 0.195
1087/1574 (epoch 2), train_loss = 3.185, time/batch = 0.194
1088/1574 (epoch 2), train_loss = 2.774, time/batch = 0.195
1089/1574 (epoch 2), train_loss = 2.136, time/batch = 0.195
1090/1574 (epoch 2), train_loss = 3.112, time/batch = 0.198
1091/1574 (epoch 2), train_loss = 3.258, time/batch = 0.194
1092/1574 (epoch 2), train_loss = 2.140, time/batch = 0.197
1093/1574 (epoch 2), train_loss = 2.347, time/batch = 0.199
1094/1574 (epoch 2), train_loss = 2.453, time/batch = 0.209
1095/1574 (epoch 2), train_loss = 2.089, time/batch = 0.213
1096/1574 (epoch 2), train_loss = 2.422, time/batch = 0.215
1097/1574 (epoch 2), train_loss = 2.803, time/batch = 0.217
1098/1574 (epoch 2), train_loss = 2.338, time/batch = 0.218
1099/1574 (epoch 2), train_loss = 2.023, time/batch = 0.224
1100/1574 (epoch 2), train_loss = 1.992, time/batch = 0.236
1101/1574 (epoch 2), train_loss = 2.644, time/batch = 0.238
1102/1574 (epoch 2), train_loss = 3.512, time/batch = 0.237
1103/1574 (epoch 2), train_loss = 2.849, time/batch = 0.210
1104/1574 (epoch 2), train_loss = 2.142, time/batch = 0.218
1105/1574 (epoch 2), train_loss = 3.230, time/batch = 0.218
1106/1574 (epoch 2), train_loss = 2.217, time/batch = 0.220
1107/1574 (epoch 2), train_loss = 2.014, time/batch = 0.221
1108/1574 (epoch 2), train_loss = 2.266, time/batch = 0.213
1109/1574 (epoch 2), train_loss = 2.635, time/batch = 0.229
1110/1574 (epoch 2), train_loss = 2.972, time/batch = 0.220
1111/1574 (epoch 2), train_loss = 1.973, time/batch = 0.217
1112/1574 (epoch 2), train_loss = 2.003, time/batch = 0.216
1113/1574 (epoch 2), train_loss = 1.884, time/batch = 0.217
1114/1574 (epoch 2), train_loss = 2.899, time/batch = 0.212
1115/1574 (epoch 2), train_loss = 1.432, time/batch = 0.210
1116/1574 (epoch 2), train_loss = 2.238, time/batch = 0.194
1117/1574 (epoch 2), train_loss = 3.096, time/batch = 0.195
1118/1574 (epoch 2), train_loss = 2.325, time/batch = 0.196
1119/1574 (epoch 2), train_loss = 2.490, time/batch = 0.204
1120/1574 (epoch 2), train_loss = 2.557, time/batch = 0.194
1121/1574 (epoch 2), train_loss = 2.489, time/batch = 0.195
1122/1574 (epoch 2), train_loss = 2.302, time/batch = 0.195
1123/1574 (epoch 2), train_loss = 2.511, time/batch = 0.195
1124/1574 (epoch 2), train_loss = 2.182, time/batch = 0.196
1125/1574 (epoch 2), train_loss = 2.081, time/batch = 0.211
1126/1574 (epoch 2), train_loss = 2.156, time/batch = 0.211
1127/1574 (epoch 2), train_loss = 2.488, time/batch = 0.212
1128/1574 (epoch 2), train_loss = 2.568, time/batch = 0.208
1129/1574 (epoch 2), train_loss = 3.023, time/batch = 0.208
1130/1574 (epoch 2), train_loss = 2.357, time/batch = 0.215
1131/1574 (epoch 2), train_loss = 2.029, time/batch = 0.207
1132/1574 (epoch 2), train_loss = 2.426, time/batch = 0.196
1133/1574 (epoch 2), train_loss = 1.797, time/batch = 0.196
1134/1574 (epoch 2), train_loss = 2.963, time/batch = 0.201
1135/1574 (epoch 2), train_loss = 2.667, time/batch = 0.197
1136/1574 (epoch 2), train_loss = 2.121, time/batch = 0.201
1137/1574 (epoch 2), train_loss = 2.179, time/batch = 0.196
1138/1574 (epoch 2), train_loss = 2.004, time/batch = 0.205
1139/1574 (epoch 2), train_loss = 2.211, time/batch = 0.227
1140/1574 (epoch 2), train_loss = 3.000, time/batch = 0.216
1141/1574 (epoch 2), train_loss = 2.146, time/batch = 0.224
1142/1574 (epoch 2), train_loss = 2.969, time/batch = 0.221
1143/1574 (epoch 2), train_loss = 2.731, time/batch = 0.225
1144/1574 (epoch 2), train_loss = 2.429, time/batch = 0.227
1145/1574 (epoch 2), train_loss = 3.094, time/batch = 0.216
1146/1574 (epoch 2), train_loss = 2.786, time/batch = 0.214
1147/1574 (epoch 2), train_loss = 2.454, time/batch = 0.197
1148/1574 (epoch 2), train_loss = 2.509, time/batch = 0.220
1149/1574 (epoch 2), train_loss = 2.064, time/batch = 0.223
1150/1574 (epoch 2), train_loss = 1.738, time/batch = 0.214
1151/1574 (epoch 2), train_loss = 2.562, time/batch = 0.215
1152/1574 (epoch 2), train_loss = 2.387, time/batch = 0.218
1153/1574 (epoch 2), train_loss = 3.048, time/batch = 0.223
1154/1574 (epoch 2), train_loss = 2.782, time/batch = 0.217
1155/1574 (epoch 2), train_loss = 2.542, time/batch = 0.220
1156/1574 (epoch 2), train_loss = 1.809, time/batch = 0.225
1157/1574 (epoch 2), train_loss = 1.941, time/batch = 0.214
1158/1574 (epoch 2), train_loss = 2.453, time/batch = 0.208
1159/1574 (epoch 2), train_loss = 2.418, time/batch = 0.203
1160/1574 (epoch 2), train_loss = 3.043, time/batch = 0.214
1161/1574 (epoch 2), train_loss = 2.224, time/batch = 0.215
1162/1574 (epoch 2), train_loss = 1.486, time/batch = 0.210
1163/1574 (epoch 2), train_loss = 2.190, time/batch = 0.207
1164/1574 (epoch 2), train_loss = 2.969, time/batch = 0.195
1165/1574 (epoch 2), train_loss = 2.630, time/batch = 0.195
1166/1574 (epoch 2), train_loss = 2.659, time/batch = 0.196
1167/1574 (epoch 2), train_loss = 2.510, time/batch = 0.195
1168/1574 (epoch 2), train_loss = 1.963, time/batch = 0.195
1169/1574 (epoch 2), train_loss = 2.209, time/batch = 0.209
1170/1574 (epoch 2), train_loss = 2.876, time/batch = 0.211
1171/1574 (epoch 2), train_loss = 2.614, time/batch = 0.220
1172/1574 (epoch 2), train_loss = 2.449, time/batch = 0.231
1173/1574 (epoch 2), train_loss = 2.109, time/batch = 0.223
1174/1574 (epoch 2), train_loss = 2.355, time/batch = 0.219
