2019-01-02_18:09:55data_dir: data/
batch_size: 120
win_size: 5
hidden_num: 100
word_dim: 300
num_epochs: 3
grad_clip: 10.00/10715 (epoch 0), train_loss = 11.781, time/batch = 0.797
9275/10715 (epoch 0), train_loss = 2.131, time/batch = 0.568
9276/10715 (epoch 0), train_loss = 3.989, time/batch = 0.567
9277/10715 (epoch 0), train_loss = 2.478, time/batch = 0.556
9278/10715 (epoch 0), train_loss = 3.034, time/batch = 0.553
9279/10715 (epoch 0), train_loss = 3.500, time/batch = 0.583
9280/10715 (epoch 0), train_loss = 2.980, time/batch = 0.566
9281/10715 (epoch 0), train_loss = 2.965, time/batch = 0.565
9282/10715 (epoch 0), train_loss = 2.999, time/batch = 0.540
9283/10715 (epoch 0), train_loss = 3.226, time/batch = 0.553
9284/10715 (epoch 0), train_loss = 3.145, time/batch = 0.550
9285/10715 (epoch 0), train_loss = 2.561, time/batch = 0.575
9286/10715 (epoch 0), train_loss = 3.726, time/batch = 0.565
9287/10715 (epoch 0), train_loss = 2.941, time/batch = 0.551
9288/10715 (epoch 0), train_loss = 3.668, time/batch = 0.572
9289/10715 (epoch 0), train_loss = 2.799, time/batch = 0.566
9290/10715 (epoch 0), train_loss = 3.019, time/batch = 0.563
9291/10715 (epoch 0), train_loss = 3.446, time/batch = 0.572
9292/10715 (epoch 0), train_loss = 3.579, time/batch = 0.561
9293/10715 (epoch 0), train_loss = 3.613, time/batch = 0.561
9294/10715 (epoch 0), train_loss = 2.755, time/batch = 0.530
9295/10715 (epoch 0), train_loss = 2.891, time/batch = 0.574
9296/10715 (epoch 0), train_loss = 3.325, time/batch = 0.570
9297/10715 (epoch 0), train_loss = 2.062, time/batch = 0.561
9298/10715 (epoch 0), train_loss = 3.431, time/batch = 0.549
9299/10715 (epoch 0), train_loss = 3.369, time/batch = 0.573
9300/10715 (epoch 0), train_loss = 3.227, time/batch = 0.559
9301/10715 (epoch 0), train_loss = 3.059, time/batch = 0.563
9302/10715 (epoch 0), train_loss = 4.357, time/batch = 0.568
9303/10715 (epoch 0), train_loss = 3.154, time/batch = 0.551
9304/10715 (epoch 0), train_loss = 3.783, time/batch = 0.570
9305/10715 (epoch 0), train_loss = 3.866, time/batch = 0.549
9306/10715 (epoch 0), train_loss = 2.851, time/batch = 0.579
9307/10715 (epoch 0), train_loss = 2.888, time/batch = 0.561
9308/10715 (epoch 0), train_loss = 3.406, time/batch = 0.543
9309/10715 (epoch 0), train_loss = 2.813, time/batch = 0.591
9310/10715 (epoch 0), train_loss = 3.390, time/batch = 0.576
9311/10715 (epoch 0), train_loss = 2.930, time/batch = 0.561
9312/10715 (epoch 0), train_loss = 3.196, time/batch = 0.550
9313/10715 (epoch 0), train_loss = 3.424, time/batch = 0.558
9314/10715 (epoch 0), train_loss = 2.264, time/batch = 0.555
9315/10715 (epoch 0), train_loss = 2.846, time/batch = 0.543
9316/10715 (epoch 0), train_loss = 3.008, time/batch = 0.598
9317/10715 (epoch 0), train_loss = 3.231, time/batch = 0.579
9318/10715 (epoch 0), train_loss = 3.150, time/batch = 0.738
9319/10715 (epoch 0), train_loss = 2.652, time/batch = 0.546
9320/10715 (epoch 0), train_loss = 2.408, time/batch = 0.561
9321/10715 (epoch 0), train_loss = 3.108, time/batch = 0.537
9322/10715 (epoch 0), train_loss = 2.786, time/batch = 0.532
9323/10715 (epoch 0), train_loss = 3.550, time/batch = 0.550
9324/10715 (epoch 0), train_loss = 2.695, time/batch = 0.547
9325/10715 (epoch 0), train_loss = 2.890, time/batch = 0.545
9326/10715 (epoch 0), train_loss = 3.138, time/batch = 0.519
9327/10715 (epoch 0), train_loss = 2.558, time/batch = 0.550
9328/10715 (epoch 0), train_loss = 3.496, time/batch = 0.543
9329/10715 (epoch 0), train_loss = 3.451, time/batch = 0.558
9330/10715 (epoch 0), train_loss = 2.857, time/batch = 0.661
9331/10715 (epoch 0), train_loss = 3.175, time/batch = 0.684
9332/10715 (epoch 0), train_loss = 3.461, time/batch = 0.600
9333/10715 (epoch 0), train_loss = 3.040, time/batch = 0.583
9334/10715 (epoch 0), train_loss = 3.409, time/batch = 0.619
9335/10715 (epoch 0), train_loss = 3.099, time/batch = 0.640
9336/10715 (epoch 0), train_loss = 2.667, time/batch = 0.672
9337/10715 (epoch 0), train_loss = 3.455, time/batch = 0.756
9338/10715 (epoch 0), train_loss = 3.299, time/batch = 0.728
9339/10715 (epoch 0), train_loss = 3.147, time/batch = 0.601
9340/10715 (epoch 0), train_loss = 2.595, time/batch = 0.605
9341/10715 (epoch 0), train_loss = 4.005, time/batch = 0.633
9342/10715 (epoch 0), train_loss = 3.470, time/batch = 0.608
9343/10715 (epoch 0), train_loss = 3.961, time/batch = 0.566
9344/10715 (epoch 0), train_loss = 3.887, time/batch = 0.560
9345/10715 (epoch 0), train_loss = 2.539, time/batch = 0.550
9346/10715 (epoch 0), train_loss = 3.117, time/batch = 0.565
9347/10715 (epoch 0), train_loss = 3.606, time/batch = 0.571
9348/10715 (epoch 0), train_loss = 2.682, time/batch = 0.559
9349/10715 (epoch 0), train_loss = 3.309, time/batch = 0.573
9350/10715 (epoch 0), train_loss = 3.251, time/batch = 0.565
9351/10715 (epoch 0), train_loss = 3.184, time/batch = 0.555
9352/10715 (epoch 0), train_loss = 3.612, time/batch = 0.551
9353/10715 (epoch 0), train_loss = 3.300, time/batch = 0.548
9354/10715 (epoch 0), train_loss = 2.832, time/batch = 0.562
9355/10715 (epoch 0), train_loss = 3.063, time/batch = 0.571
9356/10715 (epoch 0), train_loss = 3.453, time/batch = 0.590
9357/10715 (epoch 0), train_loss = 3.353, time/batch = 0.587
9358/10715 (epoch 0), train_loss = 3.207, time/batch = 0.558
9359/10715 (epoch 0), train_loss = 2.780, time/batch = 0.570
9360/10715 (epoch 0), train_loss = 3.740, time/batch = 0.547
9361/10715 (epoch 0), train_loss = 3.287, time/batch = 0.715
9362/10715 (epoch 0), train_loss = 3.294, time/batch = 0.738
9363/10715 (epoch 0), train_loss = 3.583, time/batch = 0.670
9364/10715 (epoch 0), train_loss = 3.105, time/batch = 0.592
9365/10715 (epoch 0), train_loss = 3.476, time/batch = 0.617
9366/10715 (epoch 0), train_loss = 3.549, time/batch = 0.600
9367/10715 (epoch 0), train_loss = 3.278, time/batch = 0.602
9368/10715 (epoch 0), train_loss = 2.766, time/batch = 0.609
9369/10715 (epoch 0), train_loss = 3.260, time/batch = 0.613
9370/10715 (epoch 0), train_loss = 3.771, time/batch = 0.637
9371/10715 (epoch 0), train_loss = 2.900, time/batch = 0.624
9372/10715 (epoch 0), train_loss = 2.806, time/batch = 0.572
9373/10715 (epoch 0), train_loss = 3.294, time/batch = 0.565
9374/10715 (epoch 0), train_loss = 3.460, time/batch = 0.750
9375/10715 (epoch 0), train_loss = 3.359, time/batch = 0.751
9376/10715 (epoch 0), train_loss = 2.867, time/batch = 0.711
9377/10715 (epoch 0), train_loss = 3.076, time/batch = 0.623
9378/10715 (epoch 0), train_loss = 3.070, time/batch = 0.714
9379/10715 (epoch 0), train_loss = 3.167, time/batch = 0.638
9380/10715 (epoch 0), train_loss = 3.934, time/batch = 0.598
9381/10715 (epoch 0), train_loss = 3.489, time/batch = 0.686
9382/10715 (epoch 0), train_loss = 2.600, time/batch = 0.587
9383/10715 (epoch 0), train_loss = 3.183, time/batch = 0.593
9384/10715 (epoch 0), train_loss = 3.011, time/batch = 0.593
9385/10715 (epoch 0), train_loss = 3.236, time/batch = 0.631
9386/10715 (epoch 0), train_loss = 3.343, time/batch = 0.647
9387/10715 (epoch 0), train_loss = 3.517, time/batch = 0.609
9388/10715 (epoch 0), train_loss = 2.702, time/batch = 0.593
9389/10715 (epoch 0), train_loss = 2.786, time/batch = 0.587
9390/10715 (epoch 0), train_loss = 3.018, time/batch = 0.587
9391/10715 (epoch 0), train_loss = 3.548, time/batch = 0.592
9392/10715 (epoch 0), train_loss = 3.047, time/batch = 0.576
9393/10715 (epoch 0), train_loss = 3.279, time/batch = 0.578
9394/10715 (epoch 0), train_loss = 2.456, time/batch = 0.618
9395/10715 (epoch 0), train_loss = 2.950, time/batch = 0.606
9396/10715 (epoch 0), train_loss = 3.543, time/batch = 0.596
9397/10715 (epoch 0), train_loss = 3.148, time/batch = 0.586
9398/10715 (epoch 0), train_loss = 2.774, time/batch = 0.590
9399/10715 (epoch 0), train_loss = 3.743, time/batch = 0.596
9400/10715 (epoch 0), train_loss = 3.139, time/batch = 0.603
9401/10715 (epoch 0), train_loss = 2.968, time/batch = 0.582
9402/10715 (epoch 0), train_loss = 3.031, time/batch = 0.573
9403/10715 (epoch 0), train_loss = 3.512, time/batch = 0.586
9404/10715 (epoch 0), train_loss = 2.839, time/batch = 0.596
9405/10715 (epoch 0), train_loss = 3.852, time/batch = 0.612
9406/10715 (epoch 0), train_loss = 3.033, time/batch = 0.619
9407/10715 (epoch 0), train_loss = 3.119, time/batch = 0.594
9408/10715 (epoch 0), train_loss = 3.862, time/batch = 0.619
9409/10715 (epoch 0), train_loss = 2.837, time/batch = 0.607
9410/10715 (epoch 0), train_loss = 2.897, time/batch = 0.631
9411/10715 (epoch 0), train_loss = 2.708, time/batch = 0.583
9412/10715 (epoch 0), train_loss = 3.302, time/batch = 0.580
9413/10715 (epoch 0), train_loss = 3.074, time/batch = 0.569
9414/10715 (epoch 0), train_loss = 3.798, time/batch = 0.588
9415/10715 (epoch 0), train_loss = 3.981, time/batch = 0.595
9416/10715 (epoch 0), train_loss = 3.019, time/batch = 0.620
9417/10715 (epoch 0), train_loss = 3.384, time/batch = 0.590
9418/10715 (epoch 0), train_loss = 2.857, time/batch = 0.579
9419/10715 (epoch 0), train_loss = 3.167, time/batch = 0.612
9420/10715 (epoch 0), train_loss = 3.249, time/batch = 0.579
9421/10715 (epoch 0), train_loss = 3.596, time/batch = 0.596
9422/10715 (epoch 0), train_loss = 2.786, time/batch = 0.584
9423/10715 (epoch 0), train_loss = 3.931, time/batch = 0.579
9424/10715 (epoch 0), train_loss = 3.398, time/batch = 0.595
9425/10715 (epoch 0), train_loss = 2.058, time/batch = 0.633
9426/10715 (epoch 0), train_loss = 3.204, time/batch = 0.598
9427/10715 (epoch 0), train_loss = 2.967, time/batch = 0.605
9428/10715 (epoch 0), train_loss = 2.517, time/batch = 0.588
9429/10715 (epoch 0), train_loss = 3.084, time/batch = 0.603
9430/10715 (epoch 0), train_loss = 3.055, time/batch = 0.595
9431/10715 (epoch 0), train_loss = 3.490, time/batch = 0.578
9432/10715 (epoch 0), train_loss = 3.491, time/batch = 0.559
9433/10715 (epoch 0), train_loss = 2.852, time/batch = 0.578
9434/10715 (epoch 0), train_loss = 2.684, time/batch = 0.599
9435/10715 (epoch 0), train_loss = 2.939, time/batch = 0.608
9436/10715 (epoch 0), train_loss = 2.920, time/batch = 0.618
9437/10715 (epoch 0), train_loss = 3.417, time/batch = 0.612
9438/10715 (epoch 0), train_loss = 3.449, time/batch = 0.626
9439/10715 (epoch 0), train_loss = 2.576, time/batch = 0.593
9440/10715 (epoch 0), train_loss = 3.033, time/batch = 0.601
9441/10715 (epoch 0), train_loss = 2.446, time/batch = 0.582
9442/10715 (epoch 0), train_loss = 3.096, time/batch = 0.574
9443/10715 (epoch 0), train_loss = 2.995, time/batch = 0.589
9444/10715 (epoch 0), train_loss = 3.653, time/batch = 0.583
9445/10715 (epoch 0), train_loss = 3.331, time/batch = 0.615
9446/10715 (epoch 0), train_loss = 3.151, time/batch = 0.598
9447/10715 (epoch 0), train_loss = 3.629, time/batch = 0.598
9448/10715 (epoch 0), train_loss = 2.873, time/batch = 0.595
9449/10715 (epoch 0), train_loss = 3.247, time/batch = 0.592
9450/10715 (epoch 0), train_loss = 2.677, time/batch = 0.595
9451/10715 (epoch 0), train_loss = 3.183, time/batch = 0.587
9452/10715 (epoch 0), train_loss = 2.613, time/batch = 0.583
9453/10715 (epoch 0), train_loss = 2.784, time/batch = 0.594
9454/10715 (epoch 0), train_loss = 2.570, time/batch = 0.589
9455/10715 (epoch 0), train_loss = 3.551, time/batch = 0.604
9456/10715 (epoch 0), train_loss = 3.503, time/batch = 0.609
9457/10715 (epoch 0), train_loss = 3.934, time/batch = 0.606
9458/10715 (epoch 0), train_loss = 3.536, time/batch = 0.601
9459/10715 (epoch 0), train_loss = 2.521, time/batch = 0.601
9460/10715 (epoch 0), train_loss = 3.153, time/batch = 0.588
9461/10715 (epoch 0), train_loss = 3.210, time/batch = 0.608
9462/10715 (epoch 0), train_loss = 3.072, time/batch = 0.557
9463/10715 (epoch 0), train_loss = 2.177, time/batch = 0.575
9464/10715 (epoch 0), train_loss = 2.526, time/batch = 0.598
9465/10715 (epoch 0), train_loss = 3.254, time/batch = 0.600
9466/10715 (epoch 0), train_loss = 2.874, time/batch = 0.605
9467/10715 (epoch 0), train_loss = 2.740, time/batch = 0.583
9468/10715 (epoch 0), train_loss = 3.627, time/batch = 0.597
9469/10715 (epoch 0), train_loss = 3.029, time/batch = 0.582
9470/10715 (epoch 0), train_loss = 2.885, time/batch = 0.590
9471/10715 (epoch 0), train_loss = 3.127, time/batch = 0.575
9472/10715 (epoch 0), train_loss = 2.968, time/batch = 0.591
9473/10715 (epoch 0), train_loss = 2.790, time/batch = 0.608
9474/10715 (epoch 0), train_loss = 3.555, time/batch = 0.606
9475/10715 (epoch 0), train_loss = 3.934, time/batch = 0.600
9476/10715 (epoch 0), train_loss = 2.420, time/batch = 0.581
9477/10715 (epoch 0), train_loss = 3.351, time/batch = 0.621
9478/10715 (epoch 0), train_loss = 3.676, time/batch = 0.594
9479/10715 (epoch 0), train_loss = 3.381, time/batch = 0.591
9480/10715 (epoch 0), train_loss = 3.297, time/batch = 0.575
9481/10715 (epoch 0), train_loss = 2.863, time/batch = 0.573
9482/10715 (epoch 0), train_loss = 2.780, time/batch = 0.576
9483/10715 (epoch 0), train_loss = 2.952, time/batch = 0.600
9484/10715 (epoch 0), train_loss = 2.941, time/batch = 0.596
9485/10715 (epoch 0), train_loss = 3.056, time/batch = 0.599
9486/10715 (epoch 0), train_loss = 2.648, time/batch = 0.604
9487/10715 (epoch 0), train_loss = 3.186, time/batch = 0.596
9488/10715 (epoch 0), train_loss = 3.433, time/batch = 0.597
9489/10715 (epoch 0), train_loss = 3.136, time/batch = 0.612
9490/10715 (epoch 0), train_loss = 2.606, time/batch = 0.579
9491/10715 (epoch 0), train_loss = 3.196, time/batch = 0.584
9492/10715 (epoch 0), train_loss = 3.090, time/batch = 0.605
9493/10715 (epoch 0), train_loss = 2.835, time/batch = 0.581
9494/10715 (epoch 0), train_loss = 3.069, time/batch = 0.602
9495/10715 (epoch 0), train_loss = 2.510, time/batch = 0.597
9496/10715 (epoch 0), train_loss = 3.520, time/batch = 0.604
9497/10715 (epoch 0), train_loss = 3.549, time/batch = 0.576
9498/10715 (epoch 0), train_loss = 2.797, time/batch = 0.625
9499/10715 (epoch 0), train_loss = 2.900, time/batch = 0.576
9500/10715 (epoch 0), train_loss = 3.880, time/batch = 0.577
9501/10715 (epoch 0), train_loss = 3.757, time/batch = 0.592
9502/10715 (epoch 0), train_loss = 2.898, time/batch = 0.594
9503/10715 (epoch 0), train_loss = 2.359, time/batch = 0.598
9504/10715 (epoch 0), train_loss = 2.937, time/batch = 0.600
9505/10715 (epoch 0), train_loss = 3.134, time/batch = 0.642
9506/10715 (epoch 0), train_loss = 3.203, time/batch = 0.621
9507/10715 (epoch 0), train_loss = 3.354, time/batch = 0.649
9508/10715 (epoch 0), train_loss = 2.807, time/batch = 0.632
9509/10715 (epoch 0), train_loss = 2.832, time/batch = 0.595
9510/10715 (epoch 0), train_loss = 3.182, time/batch = 0.612
9511/10715 (epoch 0), train_loss = 3.780, time/batch = 0.636
9512/10715 (epoch 0), train_loss = 3.672, time/batch = 0.601
9513/10715 (epoch 0), train_loss = 2.772, time/batch = 0.597
9514/10715 (epoch 0), train_loss = 2.999, time/batch = 0.617
9515/10715 (epoch 0), train_loss = 3.327, time/batch = 0.654
9516/10715 (epoch 0), train_loss = 2.896, time/batch = 0.633
9517/10715 (epoch 0), train_loss = 3.326, time/batch = 0.590
9518/10715 (epoch 0), train_loss = 3.369, time/batch = 0.583
9519/10715 (epoch 0), train_loss = 2.591, time/batch = 0.585
9520/10715 (epoch 0), train_loss = 4.545, time/batch = 0.604
9521/10715 (epoch 0), train_loss = 7.328, time/batch = 0.595
9522/10715 (epoch 0), train_loss = 6.606, time/batch = 0.588
9523/10715 (epoch 0), train_loss = 3.072, time/batch = 0.591
9524/10715 (epoch 0), train_loss = 3.415, time/batch = 0.585
9525/10715 (epoch 0), train_loss = 3.298, time/batch = 0.596
9526/10715 (epoch 0), train_loss = 3.077, time/batch = 0.595
9527/10715 (epoch 0), train_loss = 2.911, time/batch = 0.578
9528/10715 (epoch 0), train_loss = 3.669, time/batch = 0.639
9529/10715 (epoch 0), train_loss = 2.936, time/batch = 0.593
9530/10715 (epoch 0), train_loss = 3.933, time/batch = 0.575
9531/10715 (epoch 0), train_loss = 3.098, time/batch = 0.561
9532/10715 (epoch 0), train_loss = 2.946, time/batch = 0.593
9533/10715 (epoch 0), train_loss = 3.485, time/batch = 0.613
9534/10715 (epoch 0), train_loss = 3.745, time/batch = 0.612
9535/10715 (epoch 0), train_loss = 2.074, time/batch = 0.590
9536/10715 (epoch 0), train_loss = 2.566, time/batch = 0.584
9537/10715 (epoch 0), train_loss = 3.107, time/batch = 0.590
9538/10715 (epoch 0), train_loss = 3.360, time/batch = 0.597
9539/10715 (epoch 0), train_loss = 2.620, time/batch = 0.584
9540/10715 (epoch 0), train_loss = 3.320, time/batch = 0.576
9541/10715 (epoch 0), train_loss = 3.127, time/batch = 0.596
9542/10715 (epoch 0), train_loss = 2.935, time/batch = 0.587
9543/10715 (epoch 0), train_loss = 3.537, time/batch = 0.592
9544/10715 (epoch 0), train_loss = 2.853, time/batch = 0.609
9545/10715 (epoch 0), train_loss = 3.304, time/batch = 0.604
9546/10715 (epoch 0), train_loss = 2.239, time/batch = 0.587
9547/10715 (epoch 0), train_loss = 2.798, time/batch = 0.588
9548/10715 (epoch 0), train_loss = 3.178, time/batch = 0.591
9549/10715 (epoch 0), train_loss = 3.104, time/batch = 0.565
9550/10715 (epoch 0), train_loss = 3.180, time/batch = 0.605
9551/10715 (epoch 0), train_loss = 3.311, time/batch = 0.569
9552/10715 (epoch 0), train_loss = 3.212, time/batch = 0.596
9553/10715 (epoch 0), train_loss = 3.641, time/batch = 0.603
9554/10715 (epoch 0), train_loss = 3.025, time/batch = 0.612
9555/10715 (epoch 0), train_loss = 3.878, time/batch = 0.611
9556/10715 (epoch 0), train_loss = 3.804, time/batch = 0.583
9557/10715 (epoch 0), train_loss = 3.363, time/batch = 0.594
9558/10715 (epoch 0), train_loss = 2.818, time/batch = 0.584
9559/10715 (epoch 0), train_loss = 3.405, time/batch = 0.583
9560/10715 (epoch 0), train_loss = 3.393, time/batch = 0.580
9561/10715 (epoch 0), train_loss = 3.167, time/batch = 0.583
9562/10715 (epoch 0), train_loss = 3.524, time/batch = 0.588
9563/10715 (epoch 0), train_loss = 3.663, time/batch = 0.598
9564/10715 (epoch 0), train_loss = 3.212, time/batch = 0.596
9565/10715 (epoch 0), train_loss = 2.865, time/batch = 0.603
9566/10715 (epoch 0), train_loss = 3.326, time/batch = 0.579
9567/10715 (epoch 0), train_loss = 3.145, time/batch = 0.603
9568/10715 (epoch 0), train_loss = 3.169, time/batch = 0.593
9569/10715 (epoch 0), train_loss = 2.658, time/batch = 0.584
9570/10715 (epoch 0), train_loss = 2.854, time/batch = 0.584
9571/10715 (epoch 0), train_loss = 3.179, time/batch = 0.579
9572/10715 (epoch 0), train_loss = 3.132, time/batch = 0.608
9573/10715 (epoch 0), train_loss = 2.539, time/batch = 0.615
9574/10715 (epoch 0), train_loss = 3.592, time/batch = 0.596
9575/10715 (epoch 0), train_loss = 3.023, time/batch = 0.607
9576/10715 (epoch 0), train_loss = 2.983, time/batch = 0.583
9577/10715 (epoch 0), train_loss = 3.325, time/batch = 0.577
9578/10715 (epoch 0), train_loss = 2.839, time/batch = 0.571
9579/10715 (epoch 0), train_loss = 3.226, time/batch = 0.607
9580/10715 (epoch 0), train_loss = 3.083, time/batch = 0.569
9581/10715 (epoch 0), train_loss = 2.947, time/batch = 0.579
9582/10715 (epoch 0), train_loss = 3.445, time/batch = 0.599
9583/10715 (epoch 0), train_loss = 2.790, time/batch = 0.596
9584/10715 (epoch 0), train_loss = 2.611, time/batch = 0.595
9585/10715 (epoch 0), train_loss = 2.472, time/batch = 0.603
9586/10715 (epoch 0), train_loss = 3.168, time/batch = 0.585
9587/10715 (epoch 0), train_loss = 2.991, time/batch = 0.595
9588/10715 (epoch 0), train_loss = 2.454, time/batch = 0.589
9589/10715 (epoch 0), train_loss = 2.831, time/batch = 0.590
9590/10715 (epoch 0), train_loss = 2.979, time/batch = 0.573
9591/10715 (epoch 0), train_loss = 3.170, time/batch = 0.592
9592/10715 (epoch 0), train_loss = 3.278, time/batch = 0.585
9593/10715 (epoch 0), train_loss = 2.715, time/batch = 0.604
9594/10715 (epoch 0), train_loss = 3.212, time/batch = 0.611
9595/10715 (epoch 0), train_loss = 2.953, time/batch = 0.592
9596/10715 (epoch 0), train_loss = 2.977, time/batch = 0.582
9597/10715 (epoch 0), train_loss = 2.765, time/batch = 0.600
9598/10715 (epoch 0), train_loss = 3.061, time/batch = 0.582
9599/10715 (epoch 0), train_loss = 3.433, time/batch = 0.583
9600/10715 (epoch 0), train_loss = 2.928, time/batch = 0.583
9601/10715 (epoch 0), train_loss = 3.035, time/batch = 0.604
9602/10715 (epoch 0), train_loss = 3.414, time/batch = 0.593
9603/10715 (epoch 0), train_loss = 3.142, time/batch = 0.589
9604/10715 (epoch 0), train_loss = 3.048, time/batch = 0.617
9605/10715 (epoch 0), train_loss = 3.170, time/batch = 0.607
9606/10715 (epoch 0), train_loss = 3.792, time/batch = 0.578
9607/10715 (epoch 0), train_loss = 3.643, time/batch = 0.584
9608/10715 (epoch 0), train_loss = 3.638, time/batch = 0.579
9609/10715 (epoch 0), train_loss = 3.295, time/batch = 0.579
9610/10715 (epoch 0), train_loss = 2.923, time/batch = 0.606
9611/10715 (epoch 0), train_loss = 2.881, time/batch = 0.606
9612/10715 (epoch 0), train_loss = 3.214, time/batch = 0.616
9613/10715 (epoch 0), train_loss = 2.950, time/batch = 0.592
9614/10715 (epoch 0), train_loss = 2.911, time/batch = 0.592
9615/10715 (epoch 0), train_loss = 3.476, time/batch = 0.586
9616/10715 (epoch 0), train_loss = 3.053, time/batch = 0.592
9617/10715 (epoch 0), train_loss = 3.017, time/batch = 0.591
9618/10715 (epoch 0), train_loss = 2.853, time/batch = 0.591
9619/10715 (epoch 0), train_loss = 3.427, time/batch = 0.577
9620/10715 (epoch 0), train_loss = 3.197, time/batch = 0.572
9621/10715 (epoch 0), train_loss = 3.762, time/batch = 0.611
9622/10715 (epoch 0), train_loss = 3.422, time/batch = 0.589
9623/10715 (epoch 0), train_loss = 2.668, time/batch = 0.600
9624/10715 (epoch 0), train_loss = 3.416, time/batch = 0.614
9625/10715 (epoch 0), train_loss = 3.252, time/batch = 0.588
9626/10715 (epoch 0), train_loss = 2.696, time/batch = 0.593
9627/10715 (epoch 0), train_loss = 2.812, time/batch = 0.586
9628/10715 (epoch 0), train_loss = 3.235, time/batch = 0.582
9629/10715 (epoch 0), train_loss = 3.010, time/batch = 0.582
9630/10715 (epoch 0), train_loss = 2.599, time/batch = 0.597
9631/10715 (epoch 0), train_loss = 3.378, time/batch = 0.580
9632/10715 (epoch 0), train_loss = 2.717, time/batch = 0.593
9633/10715 (epoch 0), train_loss = 2.710, time/batch = 0.590
9634/10715 (epoch 0), train_loss = 3.139, time/batch = 0.595
9635/10715 (epoch 0), train_loss = 3.320, time/batch = 0.618
9636/10715 (epoch 0), train_loss = 3.209, time/batch = 0.612
9637/10715 (epoch 0), train_loss = 2.877, time/batch = 0.618
9638/10715 (epoch 0), train_loss = 3.031, time/batch = 0.613
9639/10715 (epoch 0), train_loss = 2.927, time/batch = 0.594
9640/10715 (epoch 0), train_loss = 2.698, time/batch = 0.593
9641/10715 (epoch 0), train_loss = 3.664, time/batch = 0.596
9642/10715 (epoch 0), train_loss = 3.165, time/batch = 0.640
9643/10715 (epoch 0), train_loss = 3.215, time/batch = 0.638
9644/10715 (epoch 0), train_loss = 3.311, time/batch = 0.624
9645/10715 (epoch 0), train_loss = 3.024, time/batch = 0.618
9646/10715 (epoch 0), train_loss = 2.635, time/batch = 0.619
9647/10715 (epoch 0), train_loss = 3.025, time/batch = 0.632
9648/10715 (epoch 0), train_loss = 2.699, time/batch = 0.610
9649/10715 (epoch 0), train_loss = 3.178, time/batch = 0.616
9650/10715 (epoch 0), train_loss = 3.519, time/batch = 0.606
9651/10715 (epoch 0), train_loss = 3.261, time/batch = 0.623
9652/10715 (epoch 0), train_loss = 2.774, time/batch = 0.624
9653/10715 (epoch 0), train_loss = 3.069, time/batch = 0.595
9654/10715 (epoch 0), train_loss = 2.736, time/batch = 0.600
9655/10715 (epoch 0), train_loss = 3.076, time/batch = 0.584
9656/10715 (epoch 0), train_loss = 2.763, time/batch = 0.583
9657/10715 (epoch 0), train_loss = 3.096, time/batch = 0.587
9658/10715 (epoch 0), train_loss = 2.950, time/batch = 0.597
9659/10715 (epoch 0), train_loss = 2.777, time/batch = 0.599
9660/10715 (epoch 0), train_loss = 3.494, time/batch = 0.599
9661/10715 (epoch 0), train_loss = 3.257, time/batch = 0.633
9662/10715 (epoch 0), train_loss = 2.594, time/batch = 0.544
9663/10715 (epoch 0), train_loss = 3.034, time/batch = 0.558
9664/10715 (epoch 0), train_loss = 2.720, time/batch = 0.633
9665/10715 (epoch 0), train_loss = 2.938, time/batch = 0.607
9666/10715 (epoch 0), train_loss = 2.955, time/batch = 0.613
9667/10715 (epoch 0), train_loss = 3.227, time/batch = 0.604
9668/10715 (epoch 0), train_loss = 3.607, time/batch = 0.605
9669/10715 (epoch 0), train_loss = 3.037, time/batch = 0.634
9670/10715 (epoch 0), train_loss = 3.351, time/batch = 0.635
9671/10715 (epoch 0), train_loss = 3.109, time/batch = 0.628
9672/10715 (epoch 0), train_loss = 3.325, time/batch = 0.599
9673/10715 (epoch 0), train_loss = 3.116, time/batch = 0.592
9674/10715 (epoch 0), train_loss = 2.569, time/batch = 0.600
9675/10715 (epoch 0), train_loss = 2.504, time/batch = 0.623
9676/10715 (epoch 0), train_loss = 2.743, time/batch = 0.590
9677/10715 (epoch 0), train_loss = 2.813, time/batch = 0.588
9678/10715 (epoch 0), train_loss = 2.035, time/batch = 0.594
9679/10715 (epoch 0), train_loss = 2.655, time/batch = 0.594
9680/10715 (epoch 0), train_loss = 3.374, time/batch = 0.626
9681/10715 (epoch 0), train_loss = 3.403, time/batch = 0.634
9682/10715 (epoch 0), train_loss = 2.976, time/batch = 0.598
9683/10715 (epoch 0), train_loss = 2.756, time/batch = 0.598
9684/10715 (epoch 0), train_loss = 2.421, time/batch = 0.605
9685/10715 (epoch 0), train_loss = 3.231, time/batch = 0.598
9686/10715 (epoch 0), train_loss = 3.281, time/batch = 0.576
9687/10715 (epoch 0), train_loss = 2.027, time/batch = 0.620
9688/10715 (epoch 0), train_loss = 3.187, time/batch = 0.576
9689/10715 (epoch 0), train_loss = 2.927, time/batch = 0.608
9690/10715 (epoch 0), train_loss = 3.585, time/batch = 0.572
9691/10715 (epoch 0), train_loss = 3.534, time/batch = 0.597
9692/10715 (epoch 0), train_loss = 2.998, time/batch = 0.583
9693/10715 (epoch 0), train_loss = 3.022, time/batch = 0.608
9694/10715 (epoch 0), train_loss = 2.344, time/batch = 0.626
9695/10715 (epoch 0), train_loss = 3.862, time/batch = 0.593
